split,filename,image_sha256,mask_sha256,unknown_pixels,pixels,patient_id
train,34.png,2502a36537fb3940a7033a58e9685fcd7ef23693011bb33d0ecba960df7d8e03,0059e2b204450f26e66cd4ceacbfc833ab069686c505b52e9edb27b52f0a7104,5465,262144,unknown
train,35.png,cd9e5444db7b5a04ff07ddad2dac68fadcb40a13c1d299326373874fc715dcfd,70c5b26c6befcf6f525f7f948ef2527ea1fb50e9289a93c2254e0c6519589c49,5858,262144,unknown
train,36.png,f947bceb266ed9451b1cd6b93580b91d1a357bd44e3abaf95b3c1bb1dc8389ed,effa935045213069fb8bcf70d27fab29c8f9da3cfa83e72d0553ccc141d59363,6371,262144,unknown
train,37.png,27feedca494c289da14c6bd84738ebeb25eaf9b5512ae41e24dc88acbf12fe75,0c4be93e51368747275cad56571d21c0b2d413cb6ff9af226f1f063d0eab80d7,6479,262144,unknown
train,38.png,69da004e535f881cf02e74b8771b722b357a86ee81901c8312c037d02cd3cbee,cae9436ac1f2f4e2fc1ed2dc7e3dd82a4944d93c0f7949cdc548150fa121fd19,5804,262144,unknown
train,39.png,8d07380777a2baeb69741689f0cf945b12aa53422fdd17fee706f579607eea93,d5a64faece69bdcd19ee0ed4c6f33b78ba87e23474157e98ad25244c1e946444,5506,262144,unknown
train,40.png,bced64b7e4323918266ad34c1c8c93d2d3426955219a6cd53f35b9fc858424ee,efde645d9361f054ced3269d667417a8b9e381c5c8a6ee7125b61fdb5940c6e9,2522,262144,unknown
train,41.png,28ee7eb6ef0607f4f1b4433f44a94707d311a8d272e8b022ca461a8b381b129b,aa7ef069305b2946480a65be6e58349ac0b4c432376bc33c92dfc39df5722132,4371,262144,unknown
train,42.png,d543c903d85436faf13d2993586a77d2410eee9fc59e5f55b5c8168ea7fae6ef,f9b4c4ff45505757e02789193e735d2895925a7beb74889522a3cb7d07fd16f5,3302,262144,unknown
train,43.png,09a5b1ac184519f7ac87489efebc63a353d411945503df04322a24d27a75bbc5,0c2f9f1c59f417ef5d980ac25bbf02c8733c826389645770a7bcce7d034d863b,1245,262144,unknown
train,44.png,9a6acf4b721c44d289dea4c240eff0224cb376a54ee05b9e8c40d27417f6f526,084b710e75a92a615a4e1f87d7d97f45b973c3b2761e00ddfb9ae5aa508668c6,5672,262144,unknown
train,45.png,05510cc2f99789c547c83126c4fc6ebc3eb1cc6673cb9eb116f3332f26c56373,ba7199edf287bd2877e6a8bb7399ac5a01401dc0db3babacd73bf2fc1fe952da,6438,262144,unknown
train,46.png,f36162717d9c905c331d4fecd5c1351893e1e8b2e719977c0eb445001f9a6951,0f5bdea4c57759a29a8614314f78114c0632de7b3a603a38d1d7d109e761eaa3,6698,262144,unknown
train,47.png,e17c6edd9cb31142df9d7301b10181de64cbf5421436041f4e6c4b4dcbd8878b,2701fb5da20913e284173756226fd3a218ee13b5e18430505d6cf5bb0bcda167,6072,262144,unknown
train,48.png,148f439fa12fe292df363d62757ba1a2071ab6b9943aba6bc51768d457f649d0,b351fce5b498dc61f834e7db215d360c483d23521e8ddca8071a1f5182f0d3e0,5648,262144,unknown
train,49.png,a138fb13aa35bc6b5bfc43329c874b2d573c23dd07446a26b2d2007549ddbe52,6c6229f8d8d29822ed15c9a394f1484cf6694608f35e672290c59c95c9bf9d96,5895,262144,unknown
train,50.png,c5a2b69f4d1fc86c872caeb8f059597f8ae86036e2c5c3476cd4ebec2722aa9e,7dab20e5b96b6eb18e9ea40fcb650eb11c51a08b656f71af5998868223134fb1,5190,262144,unknown
train,51.png,48c3b305a366bba6dcb0d4a00e50f2456e15ce358d129d590fb228620dd030a0,f5a3a5addb487616d10cfeacf1292159a3617b9257a61b11b211838ef1e28bbf,4441,262144,unknown
train,52.png,9829465f00d7e575c596282f296c8e0f262b4c9e2985f131e46a61c6e6c5fcb3,29d8cc91d6c0d33e88cffd96a06208b1a5c93697d8f58af7bba1d68ae62cf13f,3129,262144,unknown
train,53.png,c435568cf394b2b3847dde2afbc5bfb17f103729ffe7ee229841187e4b65fd7c,9d1a1dbdd2a7c3cbc517760a89254bb83d0495fc3b93d44d53ed7fe9f7c9a49b,4592,262144,unknown
train,54.png,5dc4ea6956a2d5fb53cfc6c78b89b21dde77b6517d2811307b2c8627f2a18ceb,54197f1a591e386356fa6ee22f8d0a93d8700cdd9c7812e407dcddffbeb45941,3644,262144,unknown
train,55.png,847bcc74d1747605e64c6529df03264220d0e9e1e839b434215ae518efa783a1,081dff7bf3a4b7ca33a8965cdac027159cf95558f92580e96f3c4aeb45417ca3,2543,262144,unknown
train,56.png,f616799b49b2ce31ac91ee818bd25620cad4cc9cb25975b30e6b32c14cda90e1,b8de2e5090163bde2eb7c93fc21eef0be17ca3693c0375dddc91979ac63f4828,5014,262144,unknown
train,57.png,cc5fe6d03235dbc59ac4aed6b99589c0a5b056df24fda02128852393b329d743,b50ef6a75ac7be42dad0770738a6614adf5b0865c719126454e86c68a7854834,5517,262144,unknown
train,58.png,f72cccadbadf3a486a7579eb00fb57481f5a4b1b0433c727d52d7e118c698257,3656a7b801fd02f51d9a4d3d09c8b324db239cb0128639fb7560266907d214c3,5907,262144,unknown
train,59.png,a56d186275d22880e7168e0b0b09e8442099a187ac944d57d29134a35053cbdc,fec5e29a943b8a86cc31eb627ef0b255b1870c343234acba1ae48111d0233e55,6274,262144,unknown
train,60.png,1162349f83ca543e7c230fa95910cd954241cf23874631bbbe0e4e9c31c7202f,0db55ea8ea355872d5a7d83d3fc9b0da81553ebdb0c798b37e4caff1a45abddc,6047,262144,unknown
train,61.png,f2da0a7d06059c0d2abcbdb9b5dc836f84c9e4c8df8e547341f68a542537da6b,f555573c4e73a29bc41caa6ef1e7eb66f47bc9ec73d67fd9f25911471cfce27b,5273,262144,unknown
train,62.png,d31386dfa78ac55b863c11e83f7b75127fc5451b0ab4df7a545a9cb69e53d71b,c03c48b715cd6d85318e92c09ddaef18082a051b842341a4c601d0cb70f90e40,4913,262144,unknown
train,63.png,c5f61f2bc6d2aef986b68a1e0f36be941b163e3618032a4e5b4480a6e1d12215,87bd99ff9c4d9889e0cc7083681e20190ebcf71f7e70991617e6db280b2140e9,4601,262144,unknown
train,64.png,5d6dd26c3e2fb22d161b046e00ed13f86b746cafef3a250a83b2ae908727562c,ab7dbcc0cdbf98d10ddfbdfb221c33fd8f37c459c1b84c59223faa55ad8a1abd,4425,262144,unknown
train,65.png,cbd593e137c28a01f3caf4d012d9ac8e8613cc081d0243a095aed8b2d2b7aa9d,8470f26135266faf2fd955d7304f343a6cf6a52324f6c13b2fda88cb77c843c4,5039,262144,unknown
train,66.png,9424140b14e97d653816ffeb9f399921e56674ea8a45ea27758c0e0695a4133b,848b30898e3379e4062606bfc765fbfb40c30c3a028135ec0818a5b5e158b9c1,1480,262144,unknown
train,67.png,c76d156457a278b675116468a869bf5d4bb9899cf4a3ae6cb4c2d24f9c474515,5f9723dac8e816bbb71b7e59c74bc0977be4788bc0ca2d88555d3c13052dc33a,1247,262144,unknown
train,68.png,b99101a35712f5864624331b5ee5587b1b3edbb874219ef4a9dd19d5869e6854,b762666cc988446ff3e9bb1232d7ead388b6b0ee7ae348de1f4377d4dac64931,5579,262144,unknown
train,69.png,63d3a6af21ac2665d5ab15a9ef90486451d1d2058024388b36caffaaeec2ae5c,874e3ac7c7bdd563c761093015a16f0e0e64203a8746121e85d7634bec1dad43,5635,262144,unknown
train,70.png,bee02405e489fcc1cd9a587618e987c91fb714d85cf34a9a7026d4e58c0ec22a,a4a1d37f886184176288c65c2dd083818926d82b0ab458e8362571ad917faa82,6404,262144,unknown
train,71.png,03c22b8da1ad2a5f68fe124ad6daed940c68b0ba6ca9ff6ee52bd11f362ebf03,51b381307ea66ca03df112d03ca9266c1f2d7f40a8081a6497f3e283f1c3381a,5896,262144,unknown
train,72.png,14d8826f2c8fa05ff7346eb7655dd53a98eb2756d9e99e576eeafefffea1a2c8,fad878609f7ff34a0132cada69bb2fce1818799831be35e530381fbadf31f687,5362,262144,unknown
train,73.png,6eebe58f3d092cb81f3b6f22b20dacbbbe5ba8e6efefb1c407ad2e9970d40df4,d674aee9f569103767d180cab5852485a3cabf698744f4508f8cdaf5fb5d4503,5194,262144,unknown
train,74.png,c534b4849ce3871968f04957ce08bf77028deaae69ef8f237311355ad46a79ae,fc2b1cfb9d3a49123aca0c97235f40cc07fbe43185ae6312dc07828230855343,4600,262144,unknown
train,75.png,54dad397e761e5f02894f8f0f8311bc9fcb01cb2e40c1e06aeb05ea3d5e080c0,63186a7dda56eddb89b0f34f330041d56c1104acc30dd0c07a696d04fd81fb95,3942,262144,unknown
train,76.png,92f6e62002774f51dca2571b4c470591880e0f50738d67b248f42a7bcc681b4c,68f86cda82ea161e4ef42b093d2367eec118e8dfb66060f59353c6b8da041c4e,3409,262144,unknown
train,77.png,34c8ecd1fdb1b9e68ddd4ac1c7da9a89a45937be09e62e7c16b3f5cfaa0dffd2,93f4b303225084535cd6330e89047a05cd6575bc9e3bedcffe6abd58fca4870f,5030,262144,unknown
train,78.png,6ff78768699fca49f109cd794a9d2ddc6e1719c4d49607c44596621ab671daba,6bbc921d4074edd5dc640202f7ea38c7d31fb5c55349ec1a4d862e3bcdc5e568,4398,262144,unknown
train,79.png,560e76cc2f45930fa87d703ed2885fdaecd17b7b294da467203d10e7a2ac888a,26597f3a70d97fc2938462ae78986031d71997b73bb50f12c58872f61d05d006,1652,262144,unknown
train,80.png,85c13b4bdf094fc2fd0b4f6586183c6ceeec1dd0b676417ac0db8d20311fa863,5c9998086cbff745564e5d32eb3913336fcf24c26dc013281cc62e10042ab7e0,5575,262144,unknown
train,81.png,4bdfc11f72212ded062b86830635f1d1807690caf6ceba0b102abcffe5279c6c,370b962dfabcb470fa7355c8ae293096d52d3244a5ca74e2ac5363c932520e16,5816,262144,unknown
train,82.png,6e5e099d4c64ca754cd2d27ba260230bad53c529c7ff4474d7e6516914f771d0,2f9b4915e05abfe97617de8c3b0e948fb978765ba5430c99b65ce24a5850a5b5,6307,262144,unknown
train,83.png,0f85f15fa37a7de4382b25dfbc5ef42a9bc0e2db7f7aae24b96377f08cd6e32a,e3dd403bf3a0080959046289388ce81f80e935ba4d498861ac16883ab5218f48,6197,262144,unknown
train,84.png,18a9079ae0752fa4669d42addf99f5bc3d94d9044637c885dff404e360bff102,da46a269ea59b42e9b7e82c292fe18c532d05bd720dc67a08640c2f66948ef37,6897,262144,unknown
train,85.png,bcb1482f6204954f0e8a83fe57e7157fb4cb37cb282de226d588fbeb7ae1ad12,368d3c9a29778e316488743e60cc340393bccd38cfddbbb8b5ae1df50f923138,6297,262144,unknown
train,86.png,2fc78f492ca67e3176ee9f3ef7f8856e12262bd7111b6efc9d9342822a81a608,93fe92e08f73dc00537051bd44b80b17e53195bea2e1dd46cea57bf00cbeedc6,5995,262144,unknown
train,87.png,3247447ccea6d16abf0038131a62be32997e89049eada0532509d4af4b9ffc8d,fc09292439be71baca77e6a289dab1ddde61221c463f7dcd8939badb19b81a6b,5019,262144,unknown
train,88.png,5bd2f41e37db64104976fbb8b8e75227fc1ed985c2367e01f56311c3fb116d75,4ac50a5cfee6eaccc1382003416ae09727915146ac56bb58cbfcfbf6eaf4f968,2598,262144,unknown
train,89.png,5c792f80476b3491aa3a63f845e6798979a925cfc2a0b9ca8a0f40d7fc150289,4469b5253439f05e4dd0017a791b34f3baa8c0cb49fa977044e419b2464e8233,3692,262144,unknown
train,90.png,407c59be7f5cdc668848b6e6850aa93867e82bc373035812f8bb08040c83b50f,b61dabc5c0c4ff44d0e2c41164f0d219b6152a7f5286a9935ecc60974b6f7fcc,3491,262144,unknown
train,91.png,b4c31fc1ec70fd81386d3f4e38f4cf841fad324a09ce3cac64342ef001ffa399,a2a6a199388ce1394dc655fc69df745974b8360959ef97e577f26c3d6191c75e,1451,262144,unknown
train,92.png,8fba9ed73f294eb9af07788833d2bc5dee6759a8132e1a924400b2f6500aea3d,60cfde79e81feafe45527232d765cad26463ffdf9ebc4b4a6551c0159f413452,4630,262144,unknown
train,93.png,e9e6de535e47acbcefb599debcf8e4bae3fc9f6fa1d488914de2a06c37c37f5a,229c24183c1a415d25fab6c81f46b18da30b9e08e41bbd3e1fba4fbe12969318,5221,262144,unknown
train,94.png,c175a8be8484f45427b90476f0e631e994881ad8173aee48c0e29ef5e95d9ba5,1ff5d0ae9ca3726cdec4104173ab848dda510cc455cbcc44b18c7542a0d3d431,5200,262144,unknown
train,95.png,7b481005e8fa195b9e066b9513bdf8c0e2ebcb1e691d07528a440f3aaed09eb1,7bad564c6a989f95bc22a79d118b5515a9926a7a3c670ddc1fce147345b1c36d,6189,262144,unknown
train,96.png,a1532ec4dc5d3b2a131b669b26ff4925f4677db9672f05bb781842d3d07cb97e,a167e0997865a1bd998ff5695a45e1b3c6d38ecf1207dbba56c6874ba07ec6bb,6469,262144,unknown
train,97.png,60df2e608f5cf1ba1a1287cacf0d0c65875000981458da3a18c309d3457a22a2,f3e3c27c3f6e3ab0bf54739dc9f76965f9941c4044640b16a3afee1551e448cd,5422,262144,unknown
train,98.png,2d3f79b6927ada5790b767e83adf288a37df8310bc9f4b60932f7489178d7376,ed09b8dc1583625a450bd66cd4d545319637c1b6861ee8490c60a25256686876,4864,262144,unknown
train,99.png,43997c14ea93b950ffe2bca09dbb37ada80d9a592cf53475e78736989d266255,11cd751b4be838f6d2c232cc661476bc62854e2462cf25da8aeecde549ece1e7,4365,262144,unknown
train,100.png,8b176557803c45dd27549f5b66366341d3b1b13e60225d0073fae1f951def71b,0161f2f16bb58f8712c40e9fd4cfbc97006ea1c93bac23f2d46105995475fbbf,1817,262144,unknown
train,101.png,a729fdb0356e853ff15ee981fdb62fe8745fe9f1d748a6b129119d115561fbea,fdfa8829e27830931e0969a690dc749a6e807bae32eef8326cd9180c2781d5d5,3155,262144,unknown
train,102.png,1eb253a77920e866c3b1fb3b1a5f850989c1f8c65b7fe72b0b6ea9ab0c58ab9e,2ee790bb39e8fb0b7495adf20b5c0deffdb288ddcdec4bf4da76e9387b9c882b,2836,262144,unknown
train,103.png,4f040a942da3b5d27bca512dc830eb2fa8143de6925e68e7a9c27a35cd8850f6,17b9eaf921f3b970772468a2a18cf6863e6d7e0c3e01e829a19bded76e0ad181,2184,262144,unknown
train,104.png,ca1d0c39031035822eb915629984a4651f7d455ccee90861b530b70bd4900cc9,dbc0eb6bd22e2e09a3927a64dd9c7c173bf6924e99ee78926ae0d1ee359c879a,3928,262144,unknown
train,105.png,a817f5cd30224e8a78baa02e27b022907f6fdc8698f2497aafaf029c8a9762a4,8325e5b0af8b2ed4233c52eed5b0e5f5ae391624fba7d34134194672b24d2da4,5179,262144,unknown
train,106.png,869b8706022cb711b661915beffa88989394ee77f942ac8c4adfff2803584156,7d33071bb3157e3ea9000c7a338a9419f67acb5f26199f8a8f885373faaa8757,5506,262144,unknown
train,107.png,10b5c39992d54bd492f71d505c603a19421b26c5eeb5ea96d7db258933402ca6,e330871c5585b43af78b02b50937b55efce476357c1a37541d2ca996504c53e1,5699,262144,unknown
train,108.png,1111716d9d04246fc95c26e03f04a77f4991ea3f68c752c75ef906f7e4622160,d9028137b27ec34fe3256da477aed1f8a069bb383fcf84b385621f6fc0427e71,6028,262144,unknown
train,109.png,8c17b758c31718afef06bf246128385d658ecdfd3a43f3052b626c37849b1b2e,3aa441c6b7f95c1abfd2fd5c6a26f0db5e77aed076bb33092b4e073c7b255e21,6238,262144,unknown
train,110.png,8f973ea0fba2af5e564bf7846abc729910430464d054d762e0435f150ae85e71,4eab3bac83d4965dd60dc0216e33b79111e0c0613209c6ea1edcc92cd776b073,5943,262144,unknown
train,111.png,a458a482d0d76dc2017376663b289cad9219225ffb1e65b746910dd5dcbc0051,7ef7a03f46951920a3757c5eca4321dae0e2d49da866f0c71f56cc14ffea409f,4774,262144,unknown
train,112.png,be70cd76fdc64e94409d02bc0307e39cebec35e5302c23a666d63400c3e07e87,595069874b594ce6b60faf8f81f351f35e67e2df8eb81a2fdbb11ed4325f16c1,1352,262144,unknown
train,113.png,d9cfc60379d886e90ee203fd6e3673ac403f32926ce31c809c3b5877b1fa63c6,87cc88e19081fff0c721d1f712a26f8382120e4c4e6b0e39279df532a4fff290,2373,262144,unknown
train,114.png,cb47411661f00c1b29e37973402fa2053289c4e55fca171c98a61882c71d80e9,76a22e82de271673775671828ee744c72abc2c87fb6dbc3005f35eb0b1f9fb86,5030,262144,unknown
train,115.png,ba554c04dac07d953ba8b1b56c2123efc3c924c7085177ec7b276d920600951f,9de593376b680fa27344a16761d46fb239c72ece862a79100875c09d51f1628e,4222,262144,unknown
train,116.png,5755122f1e2664ffdfb2e9cb81aa79e8c46aec366f2610262b966d8c86537a1d,465cadd70c867b81fc772f38ad38996c683d449e32c148c7aa4150bfb7db5f25,3178,262144,unknown
train,117.png,39f6a1748e6e2d46cf4d4caaec629ff4c087d048555427d62d8ecb00e3c7c1ac,e4a99b4452efca7f66784026f4f32b273774f257d4597d17c2d2876574a5c997,1382,262144,unknown
train,118.png,c19bd605688d87e2cca01eb9117c49980a478da3f6264b0e68001140eb6caa45,1b6b33bd3bb1eebce4b9fba00115c591373aa85e16119077e11357e024269497,929,262144,unknown
train,119.png,17e9da9f40b198614fec9fb07b54d16be35a9e8b1c2bb5592e49595d627879d2,b56f1f10a1f649cac688693ad1f7e6037ad70080a331f882d09070f1dd7b7a30,4429,262144,unknown
train,120.png,5affaa0d5add2521a2b08c4fcac607de3313e488197d683a4022c64877dba0f9,a03e15fa47176fe96b6ddc8eaa20c55407430918e62ccec2ada01d8569e294a3,4993,262144,unknown
train,121.png,d0f1a80979cc51f17f6bd675b97e6fe6d6a558e84bccd21970d07c6bab9e46c7,621630ff5960083eac54b008f3bed9c3ba125286dea82df84f98c9a1e10a96ae,5702,262144,unknown
train,122.png,4c130b9ed8e0b53a767379e5d3832992e9487a89d201b67d0a5f4ab4da5fe481,e1addec0027119fd310cdf55366c6ad0e23d2c935f27855e713fb71a3034fb4e,5774,262144,unknown
train,123.png,7198f5430afd9a69862c7bb8ebf91f6965ca3599f077aa77f3441b866687e4ae,ac04fbdc7ef41ce197dfb015b56c1a70f263a985040516186f3b31face87aa59,6511,262144,unknown
train,124.png,c181022828801eb2ec2d22e822f5d727fac7164cff91feedad7c02553783b49c,739ec66a491f9c187727cd9e1956ce145813125851b2c3c74260bc568ee40383,6640,262144,unknown
train,125.png,19a574332c3d9439b16de91ba5cc3f57a6708b7372a3b4edc8aacc12c894bbff,3be47a4234ad6375582a73524b5b90fc6d4075829073d87136ba9be86ab39cc9,6117,262144,unknown
train,126.png,629bb59cf5bbdb42c1a3e1f865471de0933f1422fea7e03b95d9a624ef2ce66f,7337e1f4841a2a2373430c8b528145bc84887d9e7a0a59ef75d9cce66e3fab66,6242,262144,unknown
train,127.png,f1c01cdb114a56ead6357d547ad41163e84f18f154365640abbd2fc769a71165,58ca539310891f7b3be371c3b6744348d9021fc2b8e0cba4b0a9887476774201,3317,262144,unknown
train,128.png,04baabad86e7d2ed696d595d1522ced6ec79717a19aa9c1653711ecead948b6d,eeaa8fd05225eb5d36b861c9b41ea9eb7541c88cdb5479e32cc4e35985918726,4824,262144,unknown
train,129.png,59e39afa3fb606d116e4335369eff69a48b765f8664fea0a6d6c1293472d7a4b,f4fb50535ed5b273feb003c74b7d36990cf2410ba7cbe731aa41cf46fe41eb02,5474,262144,unknown
train,130.png,bdcb9b26d9c6a9cb2b4905fa1b1dd4f2fc2f98cce20003aee4f83cfbd6923e54,8276e7d84fadb5f3ef8a47ff951dfb1d1e52846603cba47bb4d40f651c1d49c9,3110,262144,unknown
train,131.png,45a510838252943edd7728cb94856164ee7af4bd0c102956d7e1cbb714934bad,958c3c9b688417105e1094792fe31b98367b8463a0d3b255e6763ed8bf4df948,6291,262144,unknown
train,132.png,6db051900d487eb3c86e716db8ca7c32674d8f14e03ea1872fb1a18bb2f367b9,e9bd2bfc83a2e22fce22603f6e09fca82e83131b2e0e9580d66cdca17a907a1b,6961,262144,unknown
train,133.png,004247e3024abb0254803fe6a765fc7f8ef38c4416c7db8216e98db3e3438c84,5aa549782d29482e7ce476db0c90a82c11d014a9a642d7ec26ba93f97de0fe84,7862,262144,unknown
train,134.png,61671236253332ea17333b7d52c510597f3ec5d69b4d7be8e4c8db95c79a19e8,babf55e545d44e14a55ea44f4fb11a0152e7de7de099a35a01410e46087650a4,7894,262144,unknown
train,135.png,5425dd23a8c42a0904b5db571f007eb33bd55b699ec11d7919b0c05e3428ba7f,ad0524e256daab14053cdad572f344b65958d8babf16b1059d1565100ea2cc2a,8225,262144,unknown
train,136.png,9501f78974304dca7d6103bd9638fcdf00cdce340670f376ee13406e8f456b3a,ec4324e75a41dac23694a6a016e1ecbb5479545b642f1ddbdc399b4953c8e2c8,8938,262144,unknown
train,137.png,848485c5cf2e146fa118c1d69462881b172296203a4de51d6034ab52790ad968,fb2d4c36d5a2a3a353a27469dbd5dbfca7b8579f4ecf6c27c20636a10be1e863,7107,262144,unknown
